application_id,application_date,intake_intake_channel,intake_new_customer,intake_lender_segment,intake_region,intake_sector,intake_business_age_years,intake_annual_revenue_gbp,intake_requested_loan_gbp,intake_requested_term_months,intake_loan_purpose,intake_personal_guarantee,intake_collateral_type,intake_bureau_score,intake_ccj_count,intake_default_history,intake_kyc_pass,intake_aml_risk,intake_pep_hit,intake_sanctions_hit,intake_doc_completeness,enrich_dscr,enrich_leverage_ratio,enrich_cashflow_volatility,enrich_ltv,enrich_risk_score,enrich_triage_priority,expected_decision,reason_primary,reason_secondary,reason_tertiary
APP202600802,2025-04-29,Portal Upload,False,Mid-Tier/Challenger Bank,Northern Ireland,Real Estate,4.36,133402.98,25564.4,36,Refinance,True,None,63.38,0,False,True,Medium,False,False,0.68,1.53,2.41,0.41,,56.65306667,2,Review,REVIEW_COMPLIANCE,,
APP202600930,2025-07-31,Portal Upload,True,Non-Bank/Public Financier,Yorkshire & Humber,Health & Social Care,6.39,549032.32,25000.0,18,Working Capital,False,Invoice Book,30.74,0,False,True,Low,False,False,0.55,3.5,2.14,0.6,0.738,56.23386667,2,Review,REVIEW_DOCS,REVIEW_SECURITY,REVIEW_CONFLICT
APP202600454,2025-05-15,Web,False,Non-Bank/Public Financier,South West,Real Estate,7.99,116237.41,66061.65,48,Marketing,False,Property,47.57,1,False,True,Low,False,False,0.67,0.49,3.34,0.22,0.371,46.61626667,2,Accept,,,
APP202600116,2025-05-17,Email CSV,True,Non-Bank/Public Financier,East of England,Construction,5.7,100000.0,48977.45,60,Asset Purchase,True,None,66.17,0,False,True,Low,False,False,0.76,0.68,1.56,0.16,,57.8676,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600293,2025-08-20,Email CSV,False,Non-Bank/Public Financier,East Midlands,Manufacturing,11.07,422145.82,65021.01,24,Inventory,True,None,57.41,0,False,True,Medium,False,False,0.63,1.57,1.1,0.15,,60.57813333,2,Accept,,,
APP202600150,2025-06-17,Email CSV,True,Mid-Tier/Challenger Bank,London,Health & Social Care,17.0,171546.91,85141.72,24,Inventory,False,Property,66.5,0,False,True,Low,False,False,0.92,0.39,2.35,0.09,0.482,58.11666667,1,Accept,,,
APP202600455,2025-07-27,Portal Upload,True,Alt Lender (Non-ML),Scotland,Transportation & Storage,3.15,100000.0,72339.27,24,Equipment Lease Buyout,True,Property,68.39,0,False,True,Low,False,False,0.69,0.26,1.97,0.15,0.326,60.69253333,2,Accept,,,
APP202600442,2025-08-23,Email CSV,True,Alt Lender (Non-ML),North West,Construction,1.54,275991.79,25000.0,12,Inventory,True,None,55.79,0,False,True,Low,False,False,0.74,3.11,1.55,0.2,,74.40453333,2,Accept,,,
APP202600783,2025-04-07,Portal Upload,True,Mid-Tier/Challenger Bank,South East,Retail,7.45,100000.0,248988.17,24,Hire Staff,False,Property,83.68,0,False,True,Low,False,False,0.72,0.2,0.25,0.42,0.517,62.17706667,2,Accept,,,
APP202600513,2025-08-09,Email CSV,False,Mid-Tier/Challenger Bank,West Midlands,Transportation & Storage,5.79,126251.88,32463.34,12,Refinance,False,Debenture,83.1,0,False,True,Low,False,False,0.73,1.04,1.23,0.15,0.669,66.948,2,Accept,,,
APP202600606,2025-05-24,Web,True,Non-Bank/Public Financier,Scotland,Transportation & Storage,2.52,100000.0,25000.0,24,Asset Purchase,True,Invoice Book,44.22,0,False,True,Low,False,False,0.66,1.31,2.79,0.28,0.68,55.7816,2,Review,REVIEW_CONFLICT,,
APP202600659,2025-08-06,Web,True,Mid-Tier/Challenger Bank,West Midlands,Professional Services,6.75,320941.36,111329.23,48,Working Capital,False,Property,57.27,0,False,True,Low,False,False,0.88,0.84,3.76,0.11,0.309,57.11226667,1,Accept,,,
APP202600291,2025-08-01,Email CSV,True,Mid-Tier/Challenger Bank,Yorkshire & Humber,Wholesale,16.14,100000.0,62079.74,48,Marketing,False,Equipment,64.58,0,False,True,Medium,False,False,0.64,0.53,1.79,0.26,0.709,47.94573333,2,Review,REVIEW_COMPLIANCE,REVIEW_SECURITY,
APP202600314,2025-06-13,Web,True,Mid-Tier/Challenger Bank,North East,Construction,3.37,287691.0,44949.94,48,Hire Staff,False,None,69.17,0,False,True,Medium,False,False,0.73,1.65,2.55,0.36,,60.2676,2,Accept,,,
APP202600750,2025-05-21,Broker CSV,False,Mid-Tier/Challenger Bank,Wales,Manufacturing,3.86,122788.31,88469.81,12,Asset Purchase,False,Equipment,70.83,0,False,True,Low,False,False,0.79,0.26,2.56,0.36,0.69,52.75906667,2,Accept,,,
APP202600414,2025-06-02,Email CSV,True,Mid-Tier/Challenger Bank,London,Manufacturing,15.29,100000.0,81179.05,48,Equipment Lease Buyout,False,Property,73.14,0,False,True,Low,False,False,0.72,0.28,1.54,0.44,0.502,56.16586667,2,Accept,,,
APP202600115,2025-07-06,Email CSV,True,Non-Bank/Public Financier,Yorkshire & Humber,Hospitality,9.76,450675.32,50328.12,36,Inventory,True,Property,67.75,1,False,True,Medium,False,False,0.7,2.44,3.42,0.39,0.499,68.74,2,Accept,,,
APP202600998,2025-07-08,Email CSV,False,Non-Bank/Public Financier,North West,Agriculture,15.86,100000.0,284093.5,12,Inventory,False,Mixed,31.97,0,False,True,Low,False,False,0.39,0.26,1.72,0.4,0.456,38.77826667,3,Decline,BUREAU_LOW,,
APP202600219,2025-07-28,Portal Upload,True,Mid-Tier/Challenger Bank,East of England,Wholesale,2.85,642189.05,164460.6,24,Refinance,True,Property,72.53,0,False,True,Medium,False,False,0.82,1.71,2.27,0.22,0.616,67.66173333,1,Accept,,,
APP202600154,2025-07-27,Broker CSV,True,Alt Lender (Non-ML),North West,Agriculture,9.41,552770.63,153276.49,24,Hire Staff,False,Property,50.44,0,False,True,Low,False,False,0.79,1.63,1.31,0.28,0.314,66.95653333,2,Accept,,,
APP202600971,2025-05-22,Email CSV,True,Alt Lender (Non-ML),Yorkshire & Humber,Construction,4.88,400077.8,25000.0,48,Marketing,True,None,64.88,0,False,True,Low,False,False,0.43,3.5,3.03,0.24,,66.9964,3,Accept,,,
APP202600581,2025-05-29,Portal Upload,False,Non-Bank/Public Financier,North West,Professional Services,3.58,261281.58,36406.58,18,Growth/Expansion,False,None,48.66,0,False,True,Low,False,False,0.77,1.78,1.65,0.24,,64.1548,2,Accept,,,
APP202600770,2025-06-12,Web,False,Alt Lender (Non-ML),North East,Real Estate,2.08,200165.5,189339.33,60,Asset Purchase,False,Property,67.55,0,False,True,Low,False,False,0.7,0.35,2.09,0.49,0.377,53.86733333,2,Accept,,,
APP202600699,2025-07-21,Web,True,Alt Lender (Non-ML),Wales,Health & Social Care,11.94,100000.0,67901.14,12,Refinance,False,Property,43.72,0,False,True,Low,False,False,0.68,0.63,1.79,0.42,0.364,49.95493333,2,Accept,,,
APP202600703,2025-06-22,Email CSV,False,Alt Lender (Non-ML),Yorkshire & Humber,Hospitality,13.01,105833.4,353649.99,24,Refinance,False,None,41.71,0,False,True,Low,False,False,0.68,0.21,2.1,0.44,,44.1788,2,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600952,2025-08-17,Broker CSV,False,Alt Lender (Non-ML),Northern Ireland,Manufacturing,6.72,509661.67,97865.07,24,Refinance,True,None,33.38,0,False,True,Medium,False,False,0.5,1.08,2.27,0.13,,44.62973333,2,Review,REVIEW_COMPLIANCE,REVIEW_DOCS,REVIEW_AFFORDABILITY
APP202600199,2025-07-09,Portal Upload,True,Mid-Tier/Challenger Bank,North East,Retail,2.52,376836.61,45011.3,36,Asset Purchase,False,Equipment,76.09,0,False,True,Low,False,False,0.37,2.02,3.23,0.39,0.616,62.62853333,3,Accept,,,
APP202600225,2025-06-27,Email CSV,True,Non-Bank/Public Financier,West Midlands,Retail,10.64,479045.25,31502.71,24,Equipment Lease Buyout,True,Equipment,23.04,1,False,True,Low,False,False,0.7,3.5,2.32,0.39,0.847,60.46786667,2,Accept,,,
APP202600572,2025-07-07,Portal Upload,True,Alt Lender (Non-ML),North East,Information & Communication,2.35,191027.11,125203.84,36,Inventory,False,Invoice Book,60.14,1,False,True,Medium,False,False,0.6,0.39,1.68,0.09,0.679,47.0292,2,Review,REVIEW_COMPLIANCE,,
APP202600808,2025-05-01,Broker CSV,True,Mid-Tier/Challenger Bank,Northern Ireland,Construction,18.85,114176.13,61917.84,36,Refinance,True,Property,59.72,0,False,True,Low,False,False,0.83,0.51,1.22,0.25,0.347,60.31493333,1,Accept,,,
APP202600531,2025-04-29,Web,True,Non-Bank/Public Financier,Northern Ireland,Agriculture,8.93,100000.0,97567.6,60,Asset Purchase,True,Property,35.91,1,False,True,Medium,False,False,0.65,0.36,1.52,0.3,0.461,43.69813333,2,Review,REVIEW_COMPLIANCE,,
APP202600534,2025-06-11,Portal Upload,False,Mid-Tier/Challenger Bank,North East,Agriculture,5.51,130133.04,121023.62,24,Growth/Expansion,False,Property,58.73,0,False,True,Low,False,False,0.28,0.54,1.86,0.63,0.466,42.8844,3,Review,REVIEW_DOCS,,
APP202600641,2025-05-18,Web,True,Mid-Tier/Challenger Bank,East Midlands,Professional Services,8.09,107553.38,25000.0,36,Inventory,True,Debenture,80.02,0,False,True,Low,False,False,0.72,1.56,0.47,0.03,0.565,78.21893333,2,Accept,,,
APP202600214,2025-08-02,Broker CSV,False,Mid-Tier/Challenger Bank,East Midlands,Construction,7.01,100000.0,44908.87,36,Inventory,False,Debenture,71.18,0,False,True,Low,False,False,0.95,0.36,1.42,0.44,0.774,55.47706667,1,Review,REVIEW_SECURITY,,
APP202600754,2025-06-20,Email CSV,False,Mid-Tier/Challenger Bank,Yorkshire & Humber,Transportation & Storage,14.01,100000.0,122491.37,60,Working Capital,False,Property,64.38,1,False,True,Low,False,False,0.66,0.25,0.82,0.2,0.363,57.38306667,2,Accept,,,
APP202600951,2025-07-01,Broker CSV,True,Non-Bank/Public Financier,Northern Ireland,Agriculture,6.73,705409.52,231844.17,36,Working Capital,False,Equipment,61.21,2,False,True,Medium,False,False,0.6,0.57,2.81,0.27,0.6,43.25213333,2,Review,REVIEW_COMPLIANCE,,
APP202600262,2025-08-09,Portal Upload,False,Alt Lender (Non-ML),North West,Construction,10.29,199866.15,28612.82,36,Working Capital,False,None,71.89,0,False,True,Low,False,False,0.86,3.03,2.73,0.3,,76.3592,1,Accept,,,
APP202600153,2025-06-10,Broker CSV,False,Alt Lender (Non-ML),East of England,Professional Services,9.36,100000.0,34795.66,24,Asset Purchase,False,Debenture,50.73,1,False,True,Low,False,False,0.69,1.39,3.01,0.22,0.631,55.66106667,2,Accept,,,
APP202600936,2025-05-20,Email CSV,False,Non-Bank/Public Financier,South West,Health & Social Care,7.04,100000.0,25000.0,24,Working Capital,True,None,62.21,0,False,True,Low,False,False,0.48,1.08,3.43,0.4,,48.59546667,3,Review,REVIEW_DOCS,REVIEW_AFFORDABILITY,REVIEW_SECURITY
APP202600986,2025-07-01,Web,False,Mid-Tier/Challenger Bank,South East,Transportation & Storage,3.29,199467.81,27773.13,24,Inventory,False,None,63.45,0,False,True,Low,False,False,0.57,3.14,1.94,0.18,,71.13933333,2,Accept,,,
APP202600431,2025-04-06,Email CSV,True,Alt Lender (Non-ML),Northern Ireland,Manufacturing,6.77,100000.0,89700.03,24,Asset Purchase,True,Property,90.7,0,False,True,Low,False,False,0.79,0.38,3.1,0.1,0.326,65.80266667,2,Accept,,,
APP202600690,2025-08-18,Email CSV,False,Alt Lender (Non-ML),London,Manufacturing,17.77,129601.79,212764.49,36,Marketing,True,Debenture,62.34,1,False,True,Low,False,False,0.69,0.25,2.87,0.22,0.781,50.44853333,2,Review,REVIEW_SECURITY,,
APP202600105,2025-06-26,Email CSV,False,Non-Bank/Public Financier,South West,Retail,10.89,143996.7,127542.24,48,Equipment Lease Buyout,True,None,53.49,1,False,True,Low,False,False,0.69,0.4,1.6,0.13,,50.64386667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600261,2025-04-06,Email CSV,True,Alt Lender (Non-ML),East Midlands,Agriculture,2.59,143556.53,31392.19,12,Marketing,False,None,56.99,0,False,True,High,False,False,0.7,1.37,2.03,0.41,,54.19053333,2,Review,REVIEW_COMPLIANCE,,
APP202600056,2025-07-08,Web,False,Mid-Tier/Challenger Bank,West Midlands,Manufacturing,5.65,163872.85,55149.55,36,Growth/Expansion,False,Property,75.32,1,False,True,Low,False,False,0.89,0.68,0.75,0.15,0.321,65.8096,1,Accept,,,
APP202600058,2025-08-13,Email CSV,False,Mid-Tier/Challenger Bank,North West,Professional Services,4.03,303194.79,195118.08,36,Marketing,False,Equipment,68.63,0,False,True,Low,False,False,0.62,0.88,2.24,0.25,0.658,56.78973333,2,Accept,,,
APP202600328,2025-06-14,Email CSV,False,Mid-Tier/Challenger Bank,South East,Professional Services,12.35,100000.0,25000.0,24,Asset Purchase,False,Property,68.23,0,False,True,Low,False,False,0.65,0.86,1.34,0.15,0.378,62.65773333,2,Accept,,,
APP202600101,2025-06-01,Portal Upload,True,Alt Lender (Non-ML),West Midlands,Manufacturing,8.51,100000.0,25000.0,24,Marketing,True,Property,84.77,2,False,True,Low,False,False,0.87,1.49,2.84,0.26,0.601,69.68893333,1,Accept,,,
APP202600246,2025-05-06,Email CSV,False,Mid-Tier/Challenger Bank,Wales,Retail,24.8,784871.38,25000.0,60,Refinance,True,Property,59.39,0,False,True,Low,False,False,0.82,3.5,0.69,0.41,0.324,81.8792,1,Accept,,,
APP202600839,2025-08-02,Portal Upload,True,Mid-Tier/Challenger Bank,East Midlands,Agriculture,3.21,939732.99,31747.73,12,Asset Purchase,True,Property,90.42,0,False,True,Low,False,False,0.95,3.5,2.1,0.15,0.409,90.3276,1,Accept,,,
APP202600483,2025-07-27,Email CSV,True,Mid-Tier/Challenger Bank,South East,Construction,3.33,146258.17,156846.07,48,Marketing,False,Equipment,97.38,1,False,True,Low,False,False,0.7,0.2,1.93,0.31,0.688,60.08306667,2,Accept,,,
APP202600602,2025-07-14,Broker CSV,True,Mid-Tier/Challenger Bank,South East,Real Estate,6.79,112293.79,76980.57,24,Inventory,True,Mixed,74.69,0,False,True,Low,False,False,0.93,0.76,3.24,0.16,0.65,61.4132,1,Accept,,,
APP202600860,2025-06-21,Email CSV,True,Alt Lender (Non-ML),North West,Agriculture,2.1,239413.23,32267.23,48,Equipment Lease Buyout,False,None,35.25,0,False,True,Low,False,False,0.77,2.67,1.42,0.18,,69.45666667,2,Accept,,,
APP202600014,2025-05-13,Email CSV,False,Non-Bank/Public Financier,North East,Transportation & Storage,12.62,594442.72,31579.09,18,Refinance,True,None,49.55,0,False,True,Low,False,False,0.53,3.5,1.42,0.28,,67.06066667,2,Accept,,,
APP202600427,2025-08-08,Broker CSV,True,Alt Lender (Non-ML),North East,Transportation & Storage,3.85,100000.0,44822.16,24,Equipment Lease Buyout,True,Debenture,53.47,0,False,True,High,False,False,0.81,0.78,1.12,0.44,0.566,52.97826667,1,Review,REVIEW_COMPLIANCE,,
APP202600343,2025-08-22,Email CSV,True,Alt Lender (Non-ML),Wales,Professional Services,2.32,155979.15,51022.3,60,Working Capital,False,Invoice Book,63.26,0,False,True,Low,False,False,0.71,1.18,3.34,0.39,0.77,54.39946667,2,Review,REVIEW_SECURITY,,
APP202600131,2025-08-09,Email CSV,True,Non-Bank/Public Financier,North West,Manufacturing,18.8,112447.05,25000.0,12,Inventory,False,Mixed,56.01,0,False,True,Low,False,False,0.81,1.35,2.88,0.15,0.353,62.8828,1,Accept,,,
APP202600121,2025-07-14,Portal Upload,True,Mid-Tier/Challenger Bank,West Midlands,Professional Services,5.05,102266.38,146851.36,18,Hire Staff,True,None,69.85,0,False,True,Low,False,False,0.89,0.2,1.97,0.27,,56.16133333,1,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600499,2025-06-21,Email CSV,False,Alt Lender (Non-ML),Northern Ireland,Construction,4.78,100000.0,117286.45,24,Inventory,True,Property,49.18,0,True,True,Medium,False,False,0.54,0.34,2.33,0.57,0.312,40.41373333,2,Review,REVIEW_COMPLIANCE,REVIEW_DOCS,
APP202600024,2025-07-08,Portal Upload,True,Mid-Tier/Challenger Bank,Yorkshire & Humber,Hospitality,3.79,264952.62,25740.79,36,Working Capital,True,Mixed,54.93,0,False,True,Low,False,False,0.89,3.16,0.87,0.06,0.359,84.0604,1,Accept,,,
APP202600192,2025-05-22,Broker CSV,False,Mid-Tier/Challenger Bank,London,Hospitality,6.75,100000.0,61802.73,48,Growth/Expansion,False,Property,72.35,0,False,True,Low,False,False,0.8,0.7,2.29,0.14,0.342,61.79466667,2,Accept,,,
APP202600203,2025-06-13,Portal Upload,True,Alt Lender (Non-ML),North West,Information & Communication,12.92,219929.58,48961.77,48,Working Capital,True,None,62.11,0,False,True,Low,False,False,0.22,1.61,2.14,0.23,,56.50746667,3,Review,REVIEW_DOCS,,
APP202600769,2025-05-02,Broker CSV,True,Mid-Tier/Challenger Bank,Wales,Transportation & Storage,9.14,100000.0,494452.37,36,Marketing,False,Property,70.88,0,False,True,Low,False,False,0.6,0.2,0.53,0.04,0.467,61.03973333,2,Accept,,,
APP202600413,2025-07-04,Broker CSV,True,Mid-Tier/Challenger Bank,Scotland,Retail,5.63,755123.16,331285.49,36,Hire Staff,False,Debenture,57.45,0,False,True,Low,False,False,0.47,0.43,1.2,0.36,0.622,46.666,3,Review,REVIEW_DOCS,,
APP202600507,2025-07-22,Broker CSV,False,Alt Lender (Non-ML),Wales,Hospitality,6.85,100000.0,37666.04,12,Working Capital,True,Equipment,55.83,1,False,True,Low,False,False,0.88,0.26,1.83,0.5,0.9,48.9624,1,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600107,2025-07-12,Email CSV,False,Non-Bank/Public Financier,East Midlands,Hospitality,18.05,100000.0,50458.0,48,Growth/Expansion,False,Invoice Book,48.16,0,False,False,Medium,False,False,0.82,0.4,1.38,0.44,0.858,42.4848,1,Decline,KYC_FAIL,AFFORDABILITY_FAIL,COLLATERAL_WEAK
APP202600378,2025-06-19,Email CSV,True,Mid-Tier/Challenger Bank,East of England,Real Estate,7.69,240304.98,25000.0,12,Asset Purchase,True,None,87.05,0,False,True,Low,False,False,0.82,1.78,3.08,0.57,,68.76733333,1,Accept,,,
APP202600169,2025-05-29,Broker CSV,True,Alt Lender (Non-ML),East of England,Information & Communication,1.91,256829.61,70082.73,36,Refinance,True,None,33.64,0,False,True,Low,False,False,0.68,0.8,2.38,0.32,,45.76586667,2,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600651,2025-04-11,Portal Upload,True,Alt Lender (Non-ML),North West,Manufacturing,2.55,155317.06,205314.35,24,Working Capital,False,Property,46.98,0,False,True,Low,False,False,0.33,0.2,2.21,0.13,0.365,44.84773333,3,Review,REVIEW_DOCS,,
APP202600767,2025-07-07,Email CSV,False,Alt Lender (Non-ML),East Midlands,Retail,3.09,594014.73,47977.85,24,Equipment Lease Buyout,True,Property,48.38,0,False,True,Low,False,False,0.81,3.5,3.18,0.08,0.583,73.5964,1,Accept,,,
APP202600834,2025-08-20,Broker CSV,True,Alt Lender (Non-ML),Northern Ireland,Agriculture,6.57,100000.0,183525.05,24,Working Capital,True,None,57.56,0,False,True,Low,False,False,0.45,0.2,1.24,0.33,,46.42346667,3,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600694,2025-07-07,Portal Upload,True,Non-Bank/Public Financier,Northern Ireland,Information & Communication,2.33,100000.0,69821.59,24,Inventory,True,Mixed,76.6,0,False,True,Low,False,False,0.61,0.3,2.79,0.18,0.649,56.748,2,Accept,,,
APP202600806,2025-06-15,Web,False,Mid-Tier/Challenger Bank,London,Retail,4.68,100000.0,25000.0,48,Hire Staff,False,None,79.0,0,False,True,Low,False,False,0.49,1.8,2.19,0.4,,64.21,3,Accept,,,
APP202600039,2025-07-03,Broker CSV,True,Mid-Tier/Challenger Bank,Wales,Information & Communication,4.12,423864.72,29751.25,36,Equipment Lease Buyout,False,Property,68.97,0,False,True,Medium,False,False,0.86,2.55,1.72,0.14,0.314,78.35826667,1,Accept,,,
APP202600011,2025-08-04,Web,False,Non-Bank/Public Financier,Scotland,Hospitality,5.01,445099.77,152636.85,18,Equipment Lease Buyout,False,Mixed,49.42,1,False,True,Low,False,False,0.64,0.65,2.65,0.26,0.451,48.89426667,2,Accept,,,
APP202600532,2025-08-10,Broker CSV,True,Alt Lender (Non-ML),Northern Ireland,Manufacturing,8.48,303974.33,82128.4,60,Asset Purchase,True,Property,75.6,0,False,True,Low,False,False,0.69,1.26,1.1,0.45,0.371,69.65133333,2,Accept,,,
APP202600854,2025-08-11,Portal Upload,True,Non-Bank/Public Financier,North West,Construction,14.29,146720.9,25000.0,36,Inventory,True,Debenture,59.48,0,False,True,Low,False,False,0.67,2.84,0.82,0.64,0.642,74.62106667,2,Accept,,,
APP202600098,2025-06-09,Web,True,Non-Bank/Public Financier,North East,Agriculture,13.88,375754.11,101091.2,24,Inventory,True,Equipment,41.15,0,False,True,Low,False,False,0.34,1.32,2.0,0.24,0.827,49.60533333,3,Review,REVIEW_DOCS,REVIEW_SECURITY,REVIEW_CONFLICT
APP202600307,2025-07-12,Web,True,Mid-Tier/Challenger Bank,Scotland,Transportation & Storage,6.35,100000.0,58015.96,36,Working Capital,False,Property,88.33,0,False,True,Low,False,False,0.66,0.49,1.03,0.17,0.457,64.15906667,2,Accept,,,
APP202600647,2025-06-01,Portal Upload,True,Non-Bank/Public Financier,East of England,Transportation & Storage,3.82,100000.0,36975.92,48,Working Capital,True,Property,52.94,0,False,True,Low,False,False,0.32,1.13,2.68,0.46,0.335,51.74986667,3,Review,REVIEW_DOCS,,
APP202600109,2025-07-21,Email CSV,True,Mid-Tier/Challenger Bank,East of England,Hospitality,6.4,266916.11,50298.52,12,Working Capital,True,Debenture,78.17,0,False,True,Low,False,False,0.62,2.06,1.64,0.29,0.607,76.45093333,2,Accept,,,
APP202600259,2025-08-22,Email CSV,True,Mid-Tier/Challenger Bank,South West,Transportation & Storage,15.7,100000.0,97788.41,48,Refinance,True,None,64.21,0,False,True,Low,False,False,0.56,0.44,3.07,0.2,,46.41546667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600074,2025-05-23,Broker CSV,False,Mid-Tier/Challenger Bank,Scotland,Hospitality,38.93,100000.0,125804.56,12,Marketing,True,Property,68.8,1,False,True,Medium,False,False,0.48,0.34,0.42,0.38,0.639,51.194,3,Review,REVIEW_COMPLIANCE,REVIEW_DOCS,
APP202600189,2025-05-27,Email CSV,True,Non-Bank/Public Financier,South East,Information & Communication,7.69,100000.0,53380.73,12,Equipment Lease Buyout,True,Property,41.93,0,False,True,Low,False,False,0.69,0.59,2.81,0.15,0.296,52.61373333,2,Accept,,,
APP202600037,2025-06-15,Portal Upload,False,Mid-Tier/Challenger Bank,London,Transportation & Storage,2.53,499029.2,323996.18,36,Equipment Lease Buyout,False,Property,64.35,0,False,True,Low,False,False,0.7,0.34,2.2,0.06,0.472,56.06466667,2,Accept,,,
APP202600462,2025-06-26,Email CSV,False,Alt Lender (Non-ML),Scotland,Information & Communication,3.38,168275.38,106700.52,60,Growth/Expansion,True,None,66.09,0,False,True,Medium,False,False,0.69,0.41,1.75,0.16,,50.22186667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600114,2025-06-09,Broker CSV,True,Mid-Tier/Challenger Bank,West Midlands,Agriculture,8.62,100000.0,249701.54,60,Inventory,False,None,75.46,0,False,True,Medium,False,False,0.78,0.2,1.37,0.05,,55.73213333,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600524,2025-06-17,Portal Upload,True,Non-Bank/Public Financier,London,Agriculture,5.35,237801.09,131969.28,24,Growth/Expansion,False,Mixed,50.64,0,False,True,Low,False,False,0.42,0.35,3.84,0.22,0.566,40.0592,3,Review,REVIEW_DOCS,,
APP202600915,2025-06-12,Portal Upload,False,Mid-Tier/Challenger Bank,Scotland,Wholesale,3.39,695343.33,120855.11,24,Inventory,False,Equipment,87.06,0,False,True,Low,False,False,0.71,1.25,1.25,0.2,0.703,69.28013333,2,Accept,,,
APP202600233,2025-07-24,Portal Upload,False,Mid-Tier/Challenger Bank,South West,Professional Services,8.11,319168.16,36057.33,60,Equipment Lease Buyout,False,None,62.96,0,False,True,Medium,False,False,0.45,2.55,2.29,0.27,,66.58546667,3,Accept,,,
APP202600950,2025-08-06,Portal Upload,True,Mid-Tier/Challenger Bank,East Midlands,Professional Services,2.06,100000.0,114931.34,24,Hire Staff,False,Debenture,61.24,0,False,True,Low,False,False,0.94,0.25,2.66,0.45,0.501,52.33053333,1,Accept,,,
APP202600126,2025-06-23,Email CSV,False,Alt Lender (Non-ML),Wales,Professional Services,9.62,100000.0,229532.27,12,Hire Staff,True,None,69.1,0,False,True,Low,False,False,0.3,0.2,2.68,0.26,,45.49466667,3,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600877,2025-08-13,Broker CSV,True,Non-Bank/Public Financier,North West,Professional Services,5.53,124253.86,135860.86,36,Equipment Lease Buyout,False,Property,36.43,0,False,True,Low,False,False,0.47,0.25,2.95,0.2,0.359,40.92706667,3,Decline,BUREAU_LOW,,
APP202600642,2025-05-19,Web,True,Mid-Tier/Challenger Bank,Yorkshire & Humber,Real Estate,4.52,592403.85,123779.95,48,Refinance,False,Debenture,64.51,0,False,True,Low,False,False,0.81,1.05,1.01,0.27,0.644,62.21613333,1,Accept,,,
APP202600360,2025-07-03,Email CSV,False,Alt Lender (Non-ML),London,Hospitality,3.1,100000.0,122992.32,36,Equipment Lease Buyout,True,Invoice Book,59.9,0,False,True,Low,False,False,0.89,0.61,0.0,0.38,0.857,58.512,1,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600563,2025-06-15,Email CSV,True,Non-Bank/Public Financier,West Midlands,Manufacturing,2.38,113892.46,111192.26,24,Growth/Expansion,True,None,56.04,0,False,True,Low,False,False,0.26,0.46,0.88,0.22,,46.03786667,3,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600010,2025-04-09,Web,False,Alt Lender (Non-ML),South East,Hospitality,5.29,100000.0,106114.81,18,Equipment Lease Buyout,False,Equipment,60.43,0,False,True,Low,False,False,0.55,0.2,1.31,0.44,0.758,45.88373333,2,Review,REVIEW_DOCS,REVIEW_SECURITY,
APP202600815,2025-06-20,Web,True,Non-Bank/Public Financier,Yorkshire & Humber,Wholesale,5.48,100000.0,53115.61,24,Inventory,True,None,48.25,0,False,True,Low,False,False,0.55,0.41,2.77,0.45,,40.04666667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600093,2025-07-07,Web,True,Mid-Tier/Challenger Bank,West Midlands,Wholesale,11.8,115291.33,259091.18,36,Working Capital,False,Equipment,98.5,1,True,True,Low,False,False,0.83,0.2,2.24,0.18,0.646,58.69333333,1,Accept,,,
APP202600828,2025-05-28,Portal Upload,True,Non-Bank/Public Financier,Northern Ireland,Transportation & Storage,2.04,118166.74,50115.55,60,Equipment Lease Buyout,False,None,71.54,0,False,True,Low,False,False,0.6,0.44,1.04,0.23,,56.30453333,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600949,2025-08-23,Email CSV,True,Mid-Tier/Challenger Bank,East Midlands,Transportation & Storage,10.23,100000.0,58290.59,48,Growth/Expansion,False,None,75.95,0,False,True,Low,False,False,0.63,0.55,3.49,0.29,,52.07266667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
